gene	pval	qval	log2fc	mean	coef_mle	coef_sd
ABCA2	1.0	1.0	0.0	0.00425722608111136	0.0	0.5044679899017657
ABCA3	0.05146790797400525	0.26922580215365705	4.378634819191558	0.002912838897602509	-1.1477853671306095	0.5893460103768579
ABCA5	0.07485754069687367	0.33256107919370004	4.899334496417434	0.0033609679587721267	0.9841718104842196	0.5524907645724124
ABCA7	1.0	1.0	0.0	0.03092090522070356	0.0	0.17985503769840422
ABCB10	0.0946141011991537	0.374091598815143	4.138356713232993	0.01546045261035178	0.4503853493287406	0.2694425701721108
ABCB6	0.9883026972374136	1.0	4.770305827890164	0.0035850324893569353	-0.008173887767155875	0.5575289752649102
ABCB7	0.934918353719751	1.0	3.144787237000935	0.03786690566883262	0.013679379345969665	0.16751954557332208
ABCB8	0.8901073292962769	1.0	5.8152784886934485	0.01008290387631638	-0.04450048407473143	0.3220742537963621
ABCB9	0.18095054545842126	0.5170625571077191	3.9836919205744783	0.004481290611696168	-0.6666965424154614	0.4983402474538896
ABCC1	0.6046942718958999	0.8775589761511063	1.9795353435387224	0.020389872283217567	0.1161096929386768	0.2242964389594788
ABCC10	0.7054679256446268	0.9334155337765708	3.44325658655598	0.020389872283217567	0.08358982400166662	0.22116650326231785
ABCC4	0.9117394156921844	1.0	3.7448791590051376	0.04974232578982747	0.016890648581309415	0.15238105850804912
ABCC5	0.14046128157833704	0.4572987549678022	2.4382391757481443	0.039211292852341484	-0.2398273563175443	0.1626968000016781
ABCC6	0.4902289886353359	0.8106299176600872	4.98951823120211	0.012323549182164464	0.20600328378197932	0.29857943021432204
ABCD3	0.02945121425072195	0.195255981346154	1.5775111754655369	0.08312794084696393	-0.24755925809374185	0.11369522732005248
ABCD4	0.6601046293904029	0.9094996529638784	2.804306130808195	0.0956755545597132	0.0470604762112368	0.10701187857701
ABCE1	0.5790594847669066	0.8631100488361328	2.2972998482415594	0.11270445888415866	-0.055003124180749034	0.0991477738733294
ABCF1	0.9033226562196306	1.0	1.9762156963138369	0.5057136455299126	0.006291784701233909	0.0517991151819472
ABCF2	0.5412471057478567	0.8411015801104178	1.8048666371685236	0.04817387407573381	-0.0899198658254771	0.14718564934840034
ABCF3	0.043918134140377374	0.24715879836441976	3.401092007335104	0.015236388079766973	0.5396866449481225	0.2678516690202141
ABHD10	0.9762088927268232	1.0	2.8290321393126714	0.030696840690118757	-0.005489052014512226	0.18405956115031968
ABHD11	0.8263288886518678	0.9828257280622256	2.395214874605565	0.0768541339905893	0.02623230873656325	0.1195571470454726
ABHD12	0.22344952863929854	0.5712550251635337	2.2465298271208884	0.023078646650235263	0.2641984961297685	0.2170174550861399
ABHD13	0.6355406924313978	0.8968087068244196	2.9289181388971004	0.035850324893569346	0.08046759638114329	0.16978334775561973
ABHD14A	1.0	1.0	0.0	0.019717678691463143	0.0	0.22412778128393496
ABHD14B	0.015087833626320712	0.12473975959274128	6.313833729215487	0.007394129509298678	-0.9639009515185348	0.3966239886272081
ABHD15	0.10073010234631052	0.3853459823872515	6.713172397792334	0.006273806856374636	0.765016531774506	0.4660971049695104
ABHD16A	0.4791219486152558	0.8032582819310992	1.5446752777854185	0.005825677795205019	0.2903856813819185	0.4103141453298985
ABHD17A	0.7133742763048208	0.9368326938920752	3.1632907664415857	0.009186645753977143	0.1229952003649099	0.3348374150112984
ABHD17B	0.4584976963209719	0.7886563888983003	1.9848946067251343	0.029352453506609907	-0.1363520813669136	0.18393076259695526
ABHD17C	0.5719685757549637	0.8591183815630609	2.9405256879642585	0.016804839793860632	0.13633991280004995	0.2412435453645229
ABHD2	0.6988431955968397	0.9300610610511622	1.8395639155297303	0.039659421913511086	-0.06317434658406262	0.163290782646103
ABHD3	1.0	1.0	0.0	0.01837329150795429	0.0	0.23621398205476216
ABHD4	0.8321762259523824	0.9861825222803328	3.1898151088256634	0.027784001792516246	-0.04162574438781241	0.19643002610992288
ABHD5	0.9322602224540021	1.0	1.4108186085929362	0.01546045261035178	0.02187193597166369	0.25731244533118114
ABHD6	0.03844913956014962	0.22857966277762776	3.793101110669733	0.010755097468070804	0.7030343427439003	0.3396245019801171
ABHD8	0.32948876702509944	0.6826550107338861	5.9022473457594815	0.002464709836432893	0.6778540927788361	0.6951322027221855
ABI1	0.42721314180650616	0.7637506333259243	2.033106428582701	0.07999103741877661	-0.0921057572949792	0.11600665793707113
ABI2	0.6782729057973023	0.9196282788562874	2.1444611157119517	0.1920233027111808	0.03146032227576388	0.0758407076436556
ABL1	0.0006532184986796086	0.012401213157505269	2.8042989438341066	0.07931884382702219	0.4104566710353912	0.12042160940311722
ABL2	0.10536123061440872	0.3943302293826219	3.3932054492884265	0.0533273582791844	0.2344995127132867	0.1448064191973267
ABLIM1	0.4049863863140559	0.7465797927406733	2.2942953118409037	0.0878332959892449	-0.09301491638380463	0.11169624082575948
ABR	0.4741517106763591	0.7989512664648416	3.2104816548369715	0.026215550078422585	0.1439222015952048	0.2010815906566052
ABRACL	0.00900530390110954	0.08957014590335476	1.4633977454227407	0.3219807304503697	0.16330536924241998	0.06252472347111056
ABT1	0.2777303267322202	0.6304588780801408	1.3298139186184812	0.08066323101053104	-0.1242699553610216	0.11448892720536745
ABTB1	0.7830416820538817	0.9640454803948508	4.030306967062833	0.002464709836432893	0.178437797532572	0.6480225637047811
ABTB2	0.6798857152034794	0.9204072950749396	15.11682532843946	0.004481290611696168	-0.2022232709777544	0.4900967445497595
AC002116.7	0.4721546980037568	0.7978327446509375	23.543631113906745	0.002912838897602509	0.5146112923818402	0.7157542392659195
AC002117.1	0.6662240980256893	0.9120877687513076	16.613781759617094	0.002464709836432893	-0.2862169861898549	0.6635592777216391
AC002310.12	0.6557752031249311	0.9075050109744024	1.4933730133313885	0.007170064978713871	-0.1728569861399133	0.3877859096180072
AC002310.7	0.27559334924330825	0.6283679181995795	16.488202911806567	0.002464709836432893	0.8721587334804554	0.7999460138817184
AC002467.7	0.742380612982851	0.9494005677632174	5.435720951929056	0.002464709836432893	0.21037279628163394	0.6400098487661179
AC002480.3	0.016925185952864297	0.1345194570868647	1.2712651958889143	0.004481290611696168	1.5384371064551408	0.6441479177736709
AC002480.5	0.8896868108548501	1.0	24.093327944101702	0.002240645305848084	-0.10364612817730903	0.7472656314492888
AC002550.5	0.8593981394887829	0.9999236130052584	5.249170330093173	0.002688774367017701	0.11382093261882452	0.6425465760733454
AC003102.3	0.5622665171925254	0.8533469941380588	7.1525717583297075	0.008738516692807528	0.2217084755363098	0.3826001664617832
AC004069.2	0.3260956663709869	0.6799157996211658	5.331003535690601	0.002688774367017701	-0.5876302643798915	0.5983963186449506
AC004158.2	0.2702617990238334	0.6235692475039734	6.933374174720278	0.002688774367017701	-0.6292438672245666	0.5707635160276626
AC004257.3	0.7719247023599385	0.9598186850794924	12.678457430632612	0.002464709836432893	0.1775961560144673	0.6127000758124701
AC004381.6	1.0	1.0	0.0	0.0033609679587721267	0.0	0.5829795782876617
AC004447.2	0.9196733959989972	1.0	2.0163439471492497	0.003136903428187318	-0.0601178024028161	0.5961398309389795
AC004540.5	0.06615861533140642	0.3092960333919907	2.9517366948940005	0.016580775263275824	0.4852455175093513	0.264101115182237
AC004893.11	0.756068538107888	0.9542679321958444	3.1229687074880146	0.006273806856374636	-0.1291878579327654	0.4158662701166053
AC004951.6	0.4857357405127098	0.8076143714956259	6.408355161521782	0.0069460004481290616	0.2879472830638057	0.4130602927415384
AC005003.1	0.8894586071803747	1.0	2.215381100839357	0.010531032937485996	-0.04255240586997545	0.30615599164872903
AC005062.2	0.8473467970992412	0.9941603672949983	23.736619902703676	0.012547613712749272	-0.057275220117506825	0.2975261699192652
AC005076.5	0.1159160136238706	0.4142315029943369	11.560844247440741	0.002688774367017701	-1.0546201488957216	0.6708144003016057
AC005083.1	0.1689874797269768	0.4983932416700652	29.34548486449736	0.005825677795205019	-0.5884506000820899	0.4278195429834346
AC005154.6	0.9852647791778442	1.0	3.3169641965708965	0.040779744566435135	-0.0031539397552318685	0.17077021185761193
AC005306.3	0.20048297555632996	0.5414855022601703	20.872695945554472	0.002912838897602509	0.8132714365889259	0.6352805790149834
AC005329.7	0.5866779780841815	0.8672877446005326	3.231103667358701	0.003809097019941743	-0.27373952454915235	0.5035157351155247
AC005562.1	0.8762764271605246	1.0	3.0345594606273645	0.03517813130181492	-0.0266192362924592	0.17097456257381013
AC005609.1	0.7593097778459319	0.9548998399935448	5.159285125945009	0.002912838897602509	0.18897026944117976	0.6167692663832111
AC005682.5	0.09299090347872374	0.3706135717621841	2.211764380919478	0.009634774815146765	0.5514741671376229	0.3282921619784325
AC005754.8	0.4473111965951901	0.7812650534967992	6.282063239686494	0.003136903428187318	-0.373950481896614	0.492101429706411
AC005943.4	0.3027866586030816	0.656875245137648	3.937724979140856	0.004033161550526553	-0.5103982053138227	0.4953033875740835
AC005943.5	0.6886012185899	0.9240141095282988	2.9497097415253197	0.002688774367017701	0.2418220250278027	0.6034175577623119
AC005944.2	0.7551291225325294	0.9539716830079612	4.1562534420411055	0.002688774367017701	-0.18084762368389207	0.5798564829925239
AC006273.5	0.8611387456233521	1.0	3.5781484607201386	0.01120322652924042	0.053746168660670376	0.3072530450644736
AC006273.7	0.4954423432656983	0.813255393884833	6.0680119283103275	0.002912838897602509	0.4232783471506056	0.6209355637313013
AC007092.1	0.1046916138107994	0.3928881296274054	4.376689651306613	0.005153484203450594	-0.7821928839884245	0.4820845914711183
AC007228.9	0.5052898256097147	0.8198884028494812	3.3197208211384184	0.0035850324893569353	-0.34944111969369185	0.5245369225144499
AC007246.3	0.001677748120740841	0.02547430387753184	4.527746459258034	0.023078646650235263	0.7528266191718512	0.2395979978419078
AC007277.3	0.20254344938067811	0.5442661288565364	26.17293309241263	0.002464709836432893	-0.7989732689478282	0.6269709491433558
AC007292.6	0.7155490780721465	0.9376254554289531	5.178592394527961	0.002912838897602509	-0.21105506268288185	0.5791632984850235
AC007390.5	0.3003561443255767	0.6542490514948677	2.0896880257535866	0.055568003585032485	0.1410821383171807	0.13622306778749727
AC007405.6	0.9644546178019044	1.0	2.728554320109268	0.013892000896258123	-0.012289684078644704	0.2757743448600667
AC007773.2	0.07189535930603186	0.3245102603862524	7.0197695464194725	0.002688774367017701	-1.2528832668833774	0.6961312836556156
AC008443.1	0.6668600381111383	0.9123538421248699	4.347583047818879	0.005153484203450594	0.18249501633234025	0.4239521022625675
AC008982.2	0.6760683282064828	0.9183289334945256	5.273183607464552	0.007842258570468295	0.15598314788284032	0.3733134812412359
AC009005.2	0.3064973209476181	0.6609555738141407	2.807584890365346	0.03764284113824781	-0.17088447016236238	0.1671079406950589
AC009110.1	1.8279628527517747e-05	0.0006016934800208839	18.554103341100216	0.0159085816715214	2.2330589686832187	0.5211423953843052
AC009120.6	0.3844465782702415	0.7301766317318108	3.6558059394824483	0.005153484203450594	-0.4078766280622424	0.4689678762422805
AC009133.14	0.5985143741948771	0.8747918046319482	2.703390769022879	0.002912838897602509	-0.3034174199427058	0.5762496751178314
AC009133.17	0.09239259325494943	0.3689789744013488	6.192877899152108	0.0033609679587721267	-1.1171758011765778	0.6638358961402648
AC009299.3	0.7033016641155427	0.9323631971853226	26.1346828523637	0.005153484203450594	-0.16225113096071492	0.4260042806144265
AC009403.2	0.004337444050094286	0.051770223505734056	2.3371675028530485	0.016356710732691015	-0.7512968494257244	0.2633802881374132
AC009404.2	0.5527576757468173	0.84920137521627	3.8629640901719586	0.002464709836432893	0.3769461171147324	0.6349818574142319
AC009501.4	0.09136418355437614	0.3675137197839559	4.812185305263552	0.005153484203450594	-0.8287918569252476	0.4909191460853527
AC009506.1	0.9352653710086544	1.0	2.732217459111267	0.004033161550526553	0.0383506005969122	0.4721698690009519
AC009948.5	1.0	1.0	0.0	0.01546045261035178	0.0	0.2560576418391014
AC009961.3	0.9397689582246039	1.0	16.399695656561413	0.0035850324893569353	-0.03816227464019869	0.5050575175996669
AC010642.1	0.5926511919660915	0.8715232743355833	4.231390184831993	0.007842258570468295	-0.1902338383622216	0.3555785508055077
AC010761.8	0.8293778908193437	0.9844989691125524	4.5211778698985485	0.005377548734035402	0.09206883931548553	0.42723455632757595
AC010884.1	0.6900816453581139	0.9247350057781384	11.306124259346724	0.002912838897602509	-0.24731492226617885	0.6202344247265377
AC011043.1	0.03925626917654679	0.2307629767525829	1.8817623728616453	0.01725296885503025	-0.5011546192204375	0.2431030460756693
AC011558.5	0.24439778864849585	0.5969046346955967	8.010041863147473	0.004033161550526553	0.6067723341812513	0.5212530960452557
AC011841.1	0.8916338340345662	1.0	4.552042872548201	0.005377548734035402	-0.06281936193440676	0.4611031382953123
AC012123.1	0.1058247320986394	0.3951230287435219	3.123355252421585	0.002240645305848084	1.1830457547226754	0.7315177781972919
AC012146.7	0.16122819718995496	0.4871474881867783	2.255443157812072	0.02442303383374412	0.3057219241199057	0.21822429048178069
AC012307.3	0.9726104288564674	1.0	16.790176666639937	0.002688774367017701	-0.021035051540581436	0.612650917019438
AC012487.2	0.10169474155301383	0.3870942935542617	4.435886230734263	0.002912838897602509	-1.0328857710865469	0.6310811500877769
AC013394.2	0.6617924498231513	0.909943811857932	2.5345098132631727	0.08200761819403989	0.049208633504767015	0.11249236414013128
AC013449.1	0.9594960503192248	1.0	2.7283163869463465	0.018597356038539098	-0.01182427306114562	0.2328254651111928
AC015987.2	0.36302400392637457	0.7120416515995167	5.747460667670334	0.0033609679587721267	0.5468166851727286	0.6011498088659744
AC016586.1	0.015191735922965853	0.12486333369977805	7.300969766070066	0.003136903428187318	2.3810265236395707	0.9807440347472146
AC016629.8	0.34269700714601914	0.6950595385438637	3.385379491475938	0.002912838897602509	-0.5664371327334864	0.596972387128583
AC016725.4	0.06327145400486955	0.3022244590154493	5.78606035573061	0.002912838897602509	-1.1518538663298266	0.6201835019228286
AC016747.3	0.2587852259490595	0.6127455600097966	3.2561342235837225	0.03809097019941743	-0.19418815214231927	0.17195947071819273
AC017099.3	0.8104122269043013	0.9757730854946772	2.267548741189555	0.004705355142280977	0.11080930405733423	0.4619089332630672
AC018737.1	1.0	1.0	0.0	0.010979161998655613	0.0	0.3019631598552906
AC020571.3	0.38620867048294105	0.7312871031933852	10.733444655199854	0.03853909926058705	-0.1600198766894506	0.18467097345227493
AC022498.1	0.7432035253947129	0.9499219284447185	3.8478504833172655	0.007842258570468295	0.1282964729121723	0.3916086242915614
AC023490.1	0.7294322606934291	0.9430301443703556	9.380849913618318	0.0033609679587721267	0.186805056875533	0.5400849937631711
AC026150.5	0.1705068451977816	0.5008296505852237	3.922025337467997	0.002464709836432893	-1.0305245916128931	0.7518910382333668
AC026740.1	0.6916606566473593	0.9258270477258296	11.232218484854975	0.002912838897602509	0.24503320863631195	0.6178308225276
AC027307.3	1.0	1.0	0.0	0.00425722608111136	0.0	0.5023263280449394
AC027763.2	0.3656857232686417	0.7142006598727056	3.6984601840383857	0.006273806856374636	0.3734224307526989	0.4128111478938145
AC040977.1	0.6020624872416279	0.8769622247869121	6.212740169180554	0.002464709836432893	0.3295231012854572	0.6319520799559939
AC060834.3	0.0006156847442022606	0.011814052145611487	5.985226701382519	0.010306968406901188	1.4631184485214974	0.4272366380904406
AC066593.1	0.6208344032628472	0.8883115833613927	9.403858565235332	0.003809097019941743	0.2745643290258003	0.5550475433726689
AC068039.4	0.457320273728329	0.7879108474909389	8.25971754734851	0.002464709836432893	0.5508228617846703	0.741083809565553
AC068490.2	0.6097932684252902	0.8805859689608293	7.211590651518878	0.004481290611696168	-0.2800567128957149	0.5487342415383635
AC069277.2	0.8506992166161793	0.9957737030960618	3.92659645183786	0.002912838897602509	0.1078259005693406	0.5728523134189609
AC069278.4	0.042711718630049855	0.242758198723008	10.493537043588665	0.003136903428187318	-1.2487849330522256	0.6162219453329172
AC073283.4	0.4995538302712186	0.8164891491191648	2.5182719481963485	0.009410710284561951	-0.21917166480540248	0.3246064616784049
AC073343.1	0.5381370167670254	0.8393184792355793	6.513382279379896	0.002912838897602509	0.4249259466887808	0.6902264963834359
AC073343.13	0.6411735326794512	0.8997337490587141	1.6899967155878104	0.002912838897602509	0.26231639265399576	0.5628398969954086
AC074117.10	0.5407851962333634	0.8409514590281885	16.24309610894609	0.005825677795205019	0.26269176346327977	0.4294973403983734
AC074138.3	0.2318747098725913	0.5803632873288089	2.11670362245732	0.002240645305848084	0.8306129298408784	0.6947575360621661
AC074286.1	0.8723700885242098	1.0	2.8082380412206205	0.004033161550526553	-0.08297755028419662	0.5165155112292971
AC074289.1	0.037417192933421495	0.2252217786286458	5.981258564055184	0.0035850324893569353	1.4424721914699046	0.6931021677036339
AC079210.1	0.6505840572422907	0.9053530633981558	7.005925757479013	0.002464709836432893	0.3169817359330855	0.6998146964206658
AC079602.1	5.618442442623106e-06	0.00021662567687484482	22.861768651016984	0.034730002240645305	0.9758155878029322	0.21492496103497188
AC083843.1	0.532947824228581	0.8358365899636088	10.890620155109149	0.003136903428187318	0.38668209200806336	0.6201673964467109
AC084018.1	0.9454747165369108	1.0	2.117855103050872	0.0212861304055568	-0.015140769034371325	0.22138674617506646
AC084219.4	0.8685997499257181	1.0	3.427864735829814	0.01120322652924042	0.04895167940910086	0.2958925327913007
AC090186.1	0.2827917659511856	0.6362856807869285	4.974551856589055	0.004705355142280977	0.503042208988995	0.4683518638105437
AC090587.2	0.8699325598153684	1.0	1.7367548607188383	0.015012323549182163	0.04470505105804767	0.2730176987850427
AC091729.9	0.17782992526901076	0.5119323729535322	3.932475275714729	0.008738516692807528	0.4595048884294933	0.3410138741694974
AC092295.7	0.8854602724877239	1.0	2.847602634504478	0.014788259018597356	0.03798727376935363	0.2637072901214341
AC092620.2	0.64095711218664	0.8997337490587141	7.167954061470094	0.0033609679587721267	0.2515540599380225	0.5393977032563502
AC092835.2	0.2553110874374718	0.6088260254109942	5.640123408726325	0.004705355142280977	-0.5142623271267254	0.4520814006508173
AC093323.3	0.08997821053528976	0.3649648102267693	3.3441068459422927	0.02263051758906565	0.3758907194538137	0.22169738282608106
AC093375.1	0.587588666784219	0.8678788421431295	4.058561408685998	0.006273806856374636	-0.2155491282440184	0.3974474412829245
AC093415.2	0.9333296801019836	1.0	1.4785529331062213	0.006049742325789828	-0.03485158379181681	0.4166042709987115
AC093627.9	0.6787955857849006	0.9198487718909611	14.379968941721325	0.004705355142280977	-0.1846434326403185	0.4458831528146718
AC093673.5	0.6635946492794447	0.9112145014015264	4.002163033820758	0.007170064978713871	0.1683172239600413	0.3869756373093116
AC096772.6	0.5181803609277735	0.8277093144757961	12.974571747165475	0.008066323101053105	0.24332926005829375	0.3765815688464849
AC097500.2	0.1182401865176601	0.417371435376869	3.0556531671222533	0.004481290611696168	-0.7691252104754394	0.4923337340970317
AC097662.2	0.4049929756247128	0.7465797927406733	5.035140386120373	0.005825677795205019	0.3560632202993257	0.4275817538728061
AC097724.3	0.026565750774413036	0.1821386089558408	3.5871020595321026	0.002688774367017701	-1.5207076478254613	0.6856706159535907
AC098973.2	0.14542265401303767	0.4641215069874885	1.6601697715626431	0.005825677795205019	0.6454280353987847	0.44332156393363736
AC104532.4	0.9968713094459872	1.0	5.1107073111125665	0.002240645305848084	-19.549155359482018	4985.449662125727
AC104655.3	0.4927390515281232	0.8115994152739197	8.708556656864419	0.002464709836432893	0.5066522624177076	0.7386044440720371
AC104667.3	0.5343879459333303	0.8371775440355935	6.116465670444303	0.004481290611696168	-0.2870121694432424	0.4619380691266385
AC105760.2	0.8581109779449894	0.9994426205577364	11.047519480695524	0.002464709836432893	-0.11733148844912185	0.6562922571976384
AC107081.5	0.13198636128003385	0.4451227012343577	3.369183945762292	0.002912838897602509	1.0574701174731178	0.7020246130502971
AC108488.3	1.0	1.0	0.0	0.009186645753977143	0.0	0.3315734578539149
AC113189.5	0.6456359145897956	0.9024525690235032	2.03830812545387	0.003809097019941743	-0.2315435241293429	0.5035380191399524
AC114546.1	0.3318289289277763	0.6847087860718162	8.630668591443401	0.004033161550526553	-0.4789915540653806	0.4935835789961893
AC117395.1	0.7535781892760853	0.9530439631192996	3.7384702617943577	0.0033609679587721267	-0.16842251114045184	0.5365059910708724
AC119673.1	0.8027520698986104	0.9725132313705496	2.885665799511122	0.01613264620210621	-0.06482776201047484	0.2595321644286013
AC120194.1	0.5412684144772928	0.8411015801104178	3.9760455883129353	0.0035850324893569353	0.3113416661727835	0.5096475534774321
AC127904.2	0.7680058078707235	0.9581692807105716	4.143748274441358	0.009858839345731571	-0.09973815559545116	0.3381133392768058
AC133528.2	0.6294192279322504	0.8924086687943465	3.727143441831886	0.004033161550526553	0.23410211121290905	0.485141026615424
AC135178.1	0.047117496466061885	0.2566407763861768	3.0176280787057017	0.007394129509298678	-0.7426007879521759	0.3740604903453684
AC139100.2	0.6860117811600017	0.9227277418321244	6.796055024254816	0.002240645305848084	-0.2671355647917925	0.6607796910874199
AC144521.1	0.001372061035169958	0.02192422557478794	9.234210522565187	0.008066323101053105	1.9792336173386311	0.6184206700858794
AC156455.1	0.11186289721608557	0.40689520170838855	5.01144623261172	0.002240645305848084	1.1487005559994299	0.7225098062635641
AC159540.1	0.7712540672385158	0.9596799760010007	3.0421884033144884	0.012323549182164464	-0.08384878311431672	0.28840286869977955
AC226118.1	0.3637024727955676	0.7126595491209079	6.9645799689001535	0.002240645305848084	-0.6336049310642478	0.6975472022031021
AC226119.5	0.6795447189885178	0.920310592888114	6.543846221170313	0.005377548734035402	0.18109152717731866	0.4383885995069437
ACAA1	0.30342284728155633	0.6576317703752791	2.9574590332259136	0.056016132646202116	0.14414491597539955	0.1400660606056926
ACAA2	0.7502714181251136	0.9525691874188612	2.3363254601246326	0.2733587273134663	0.02138212542101459	0.06717991966518293
ACACA	0.7485587584344411	0.9518646003728204	2.4279675141253563	0.059153036074389424	0.0431247244697737	0.13453759059035847
ACACB	0.2740747452166972	0.6270533777032903	4.798222452890588	0.003809097019941743	0.6252645250861477	0.5716824640733588
ACAD10	1.0	1.0	0.0	0.01926954963029353	0.0	0.2276904102321451
ACAD8	0.2715113446239319	0.6246672337090328	1.9880592530600656	0.02980058256777952	-0.21143237059891185	0.19228313318334134
ACAD9	0.2116919385309879	0.5563312165629248	1.822021465466652	0.03316155052655165	0.22155846226953896	0.17739911259317356
ACADM	0.9672342234944028	1.0	2.4289115848543017	0.1277167824333408	0.003820420680021013	0.09300550675486292
ACADS	1.0	1.0	0.0	0.010306968406901188	0.0	0.3125007608700923
ACADSB	0.19627792807366706	0.5369960730432962	3.085969313634126	0.0318171633430428	0.2446394639819556	0.18931590750715088
ACADVL	0.6099766413419465	0.8805859689608293	3.556736308784213	0.08671297333632086	-0.05770326444225012	0.11311996707107735
ACAP1	0.7043601813956721	0.9326690960676244	3.0559087159838088	0.0033609679587721267	0.20878513141345195	0.5502435492096421
ACAP2	0.922965830863448	1.0	2.5688838802745924	0.127492717902756	0.00923584175438709	0.09551173729479276
ACAP3	0.33175170733661785	0.6847087860718162	2.523232302465624	0.01949361416087833	-0.2254107024202235	0.23224053271415465
ACAT1	0.3683540911437948	0.7166469004694876	1.7830587261845945	0.05511987452386288	-0.12481498765227447	0.13875104894079396
ACAT2	0.38983542086521705	0.7335755563608674	1.4868282930099588	0.3051758906565091	0.0549155191170124	0.06386150223174805
ACBD3	0.6057648227821948	0.8782864917361709	2.031184060514898	0.08290387631637912	0.059339214108678276	0.11496989658983832
ACBD4	0.03995566516978788	0.23289909300147515	5.900363671956424	0.005825677795205019	1.0301605094512474	0.5014881801364722
ACBD5	0.4395253346482551	0.7743453655990179	3.1038288843240665	0.05982522966614385	0.10509870919192324	0.13596298556001976
ACBD6	0.012535461483556	0.111222847009237	1.5988126126758462	0.17947568899843155	-0.20865393388039205	0.08357185599830802
ACCS	0.0494398168938841	0.2631294791335608	2.277933001124118	0.015236388079766973	0.5188393463035682	0.2640700736222293
ACD	0.15886340946099375	0.4831941966567485	1.3849442869423787	0.03876316379117186	-0.2248891557859921	0.15961987215103193
ACE2	0.2775139982604995	0.6304588780801408	5.592753190185828	0.002464709836432893	-0.929501254028614	0.8559567010718961
ACER3	0.13432515787164245	0.4493746514639616	2.8991157034602635	0.04010755097468071	0.2476621771236677	0.16541007180577869
ACHE	0.5575097704871523	0.8512994158513338	3.9983352045497096	0.002240645305848084	-0.39474496881532695	0.6730010647702909
ACIN1	0.5874736795356432	0.867807116369591	2.4437621886923564	0.6367913959220255	0.024422406691108674	0.045018209621071836
ACLY	7.438130481762782e-06	0.00027519077895599994	2.8178836471080686	0.16939278512211514	0.35857298678268823	0.08002522157443819
ACN9	0.34494558021971145	0.6971029202143344	1.3376601671492514	0.045036970647546484	-0.14695719594809198	0.15560270496795062
ACO1	0.3404484495650668	0.6932802836793553	2.6828192329966	0.07080439166479946	0.11819999989932416	0.12399300895868695
ACO2	0.005075984340803474	0.05866138893436487	2.471410532696631	0.07909477929643738	0.3257408131673666	0.11624584177375115
